commoditycode_2,,color,Category,Name
7228,72,red,Metals,Other bars and rods of other alloy steel
7229,72,red,Metals,Wire of other alloy steel
7301,73,red,Metals,Sheet piling of iron or steel
7302,73,red,Metals,Railway construction material of iron or steel
7303,73,red,Metals,Tubes of cast iron
7304,73,red,Metals,"Tubes, seamless, of iron or steel"
7305,73,red,Metals,"Other tubes and pipes, diameter > 406.4 mm, of iron or steel"
7306,73,red,Metals,"Other tubes, pipes and hollow profiles of iron or steel"
7307,73,red,Metals,Tube or pipe fittings of iron or steel
7308,73,red,Metals,"Structures and their parts, of iron or steel"
7309,73,red,Metals,"Tanks etc. > 300 liters, iron or steel"
7310,73,red,Metals,"Tanks etc. < 300 liters, iron or steel"
7311,73,red,Metals,Containers for compressed or liquified gas
7312,73,red,Metals,"Wire of iron or steel, not insulated"
7313,73,red,Metals,Barbed wire of iron or steel
7314,73,red,Metals,Cloth of iron or steel wire
7315,73,red,Metals,Chain of iron or steel
7316,73,red,Metals,Anchors of iron or steel
7317,73,red,Metals,Nails and similar articles of iron or steel
7318,73,red,Metals,Screws and similar articles of iron or steel
7319,73,red,Metals,Articles for sewing of iron or steel
7320,73,red,Metals,Springs of iron or steel
7321,73,red,Metals,Stoves and similar non-electric appliances of iron or steel
7322,73,red,Metals,Radiators for central heating of iron or steel
7323,73,red,Metals,Household articles of iron or steel
7324,73,red,Metals,Sanitary ware and parts of iron or steel
7325,73,red,Metals,Other cast articles of iron or steel
7326,73,red,Metals,Other articles of iron or steel
7401,74,red,Metals,Copper mattes
7402,74,red,Metals,Unrefined copper
7403,74,red,Metals,Refined copper and copper alloys
7404,74,red,Metals,Copper waste and scrap
7405,74,red,Metals,Master alloys of copper
7406,74,red,Metals,Copper powders and flakes
7407,74,red,Metals,"Copper bars, rods and profiles"
7408,74,red,Metals,Copper wire
7409,74,red,Metals,"Copper plates, sheets and strip > 0.15 mm"
7410,74,red,Metals,Copper foil < 0.15 mm thick
7411,74,red,Metals,Copper tubes and pipes
7412,74,red,Metals,Copper tube or pipe fittings
7413,74,red,Metals,"Copper wire, uninsulated"
7414,74,red,Metals,Other
7415,74,red,Metals,Screws and similar articles of copper
7416,74,red,Metals,Copper springs
7417,74,red,Metals,Other
7418,74,red,Metals,Household articles of copper
7419,74,red,Metals,Other articles of copper
7501,75,red,Metals,Nickel mattes
7502,75,red,Metals,Nickel unwrought
7503,75,red,Metals,Nickel waste and scrap
7504,75,red,Metals,Nickel powders
7505,75,red,Metals,"Nickel bars, wire etc."
7506,75,red,Metals,Nickel plates
7507,75,red,Metals,Nickel tubes and pipes
7508,75,red,Metals,Other articles of nickel
7601,76,red,Metals,Unwrought aluminum
7602,76,red,Metals,"Waste or scrap, aluminium"
7603,76,red,Metals,Aluminum powders
7604,76,red,Metals,Aluminum bars
7605,76,red,Metals,Aluminum wire
7606,76,red,Metals,Aluminum plates > 0.2 mm
7607,76,red,Metals,Aluminum foil < 0.2 mm
7608,76,red,Metals,Aluminum tubes and pipes
7609,76,red,Metals,Aluminum tube or pipe fittings
7610,76,red,Metals,"Aluminum structures (bridges, towers etc)"
7611,76,red,Metals,"Aluminum containers, >300 liters"
7612,76,red,Metals,"Aluminum containers, <300 liters"
7613,76,red,Metals,Aluminum containers for compressed or liquefied gas
7614,76,red,Metals,"Aluminum wire, not insulated"
7615,76,red,Metals,Household articles of aluminum
7616,76,red,Metals,Other articles of aluminum
7801,78,red,Metals,Lead refined unwrought
7802,78,red,Metals,Lead waste or scrap
7803,78,red,Metals,Other
7804,78,red,Metals,Lead foil <2mm
7805,78,red,Metals,"Lead tubes, pipes and fittings"
7806,78,red,Metals,Other articles of lead
7901,79,red,Metals,Unwrought zinc
7902,79,red,Metals,Zinc waste and scrap
7903,79,red,Metals,Zinc powders
7904,79,red,Metals,Zinx bars and wire
7905,79,red,Metals,Zinc plates and foil
7906,79,red,Metals,Other
7907,79,red,Metals,Other articles of zinc
8001,80,red,Metals,Unwrought tin
8002,80,red,Metals,Tin waste and scrap
8003,80,red,Metals,Tin bars and wire
8004,80,red,Metals,Other
8005,80,red,Metals,Other
8006,80,red,Metals,Other
8007,80,red,Metals,Other articles of tin
8101,81,red,Metals,Tungsten (wolfram)
8102,81,red,Metals,Molybdenum
8103,81,red,Metals,Tantalum
8104,81,red,Metals,Magnesium
8105,81,red,Metals,Cobalt
8106,81,red,Metals,Bismuth
8107,81,red,Metals,Cadmium
8108,81,red,Metals,Titanium
8109,81,red,Metals,Zirconium
8110,81,red,Metals,Antimony
8111,81,red,Metals,Manganese
8112,81,red,Metals,Other metals
8113,81,red,Metals,Cermets
8201,82,red,Metals,Handtools for gardening
8202,82,red,Metals,Handsaws
8203,82,red,Metals,"Pliers, pincers and other metal handtools"
8204,82,red,Metals,Wrenches
8205,82,red,Metals,Hand tools n.e.c.
8206,82,red,Metals,Retail tool sets
8207,82,red,Metals,Interchangeable tools for hand tools
8208,82,red,Metals,Knives and blades for machines
8209,82,red,Metals,"Articles for utensils, of cermet"
8210,82,red,Metals,"Hand-operated appliances, food preparation, <10kg"
8211,82,red,Metals,Knife sets
8212,82,red,Metals,Razors
8213,82,red,Metals,Scissors
8214,82,red,Metals,Other cutlery
8215,82,red,Metals,Cutlery
8301,83,red,Metals,Padlocks and locks
8302,83,red,Metals,"Base metal mountings, fittings and similar articles"
8303,83,red,Metals,Safes
8304,83,red,Metals,"Paper trays and similar office equipment, of base metal"
8305,83,red,Metals,"Paper clips and similar office articles, of metal"
8306,83,red,Metals,"Ornaments, statuettes, etc. of metal"
8307,83,red,Metals,Flexible tubing of base metal
8308,83,red,Metals,"Clasps, buckles etc. of metal"
8309,83,red,Metals,"Stoppers, caps and lids of metal"
8310,83,red,Metals,Sign plates and similar plates of base metal
8311,83,red,Metals,Wire etc. used for welding
8401,84,lightblue,Machinery / Electrical,Nuclear reactors and related equipment
8402,84,lightblue,Machinery / Electrical,Steam boilers
8403,84,lightblue,Machinery / Electrical,Central heating boilers
8404,84,lightblue,Machinery / Electrical,Auxiliary parts for use with boilers
8405,84,lightblue,Machinery / Electrical,Water gas generators
8406,84,lightblue,Machinery / Electrical,Steam turbines
8407,84,lightblue,Machinery / Electrical,Spark-ignition reciprocating internal combustion piston engines
8408,84,lightblue,Machinery / Electrical,Compression-ignition internal combustion piston engines
8409,84,lightblue,Machinery / Electrical,Parts suitable for use with spark-ignition engines
8410,84,lightblue,Machinery / Electrical,"Hydraulic turbines, water wheels and regulators"
8411,84,lightblue,Machinery / Electrical,Gas turbines
8412,84,lightblue,Machinery / Electrical,Other engines and motors
8413,84,lightblue,Machinery / Electrical,Pumps for liquids
8414,84,lightblue,Machinery / Electrical,"Pumps, compressors, fans, etc."
8415,84,lightblue,Machinery / Electrical,Air conditioners
8416,84,lightblue,Machinery / Electrical,Furnace burners
8417,84,lightblue,Machinery / Electrical,Industrial furnaces
8418,84,lightblue,Machinery / Electrical,"Refrigerators, freezers"
8419,84,lightblue,Machinery / Electrical,Equipment for temperature change of materials
8420,84,lightblue,Machinery / Electrical,"Calendering or other rolling machines, other than for metals or glass"
8421,84,lightblue,Machinery / Electrical,Centrifuges
8422,84,lightblue,Machinery / Electrical,Dish washing machines
8423,84,lightblue,Machinery / Electrical,Weighing machinery
8424,84,lightblue,Machinery / Electrical,Sprays and powder dispersers
8425,84,lightblue,Machinery / Electrical,Pulleys and winches
8426,84,lightblue,Machinery / Electrical,Ships' derricks; cranes
8427,84,lightblue,Machinery / Electrical,Fork-lift trucks
8428,84,lightblue,Machinery / Electrical,Other lifting machinery
8429,84,lightblue,Machinery / Electrical,"Self-propelled bulldozers, excavators and road rollers"
8430,84,lightblue,Machinery / Electrical,"Other moving, excavating or boring machinery"
8431,84,lightblue,Machinery / Electrical,Parts for use with hoists and excavation machinery
8432,84,lightblue,Machinery / Electrical,Machinery for soil preparation or cultivation
8433,84,lightblue,Machinery / Electrical,Harvesting or agricultural machinery
8434,84,lightblue,Machinery / Electrical,Dairy machinery
8435,84,lightblue,Machinery / Electrical,Machines for wine and juice production
8436,84,lightblue,Machinery / Electrical,Other agricultural machinery
8437,84,lightblue,Machinery / Electrical,Machinery for processing grain
8438,84,lightblue,Machinery / Electrical,Machinery for the industrial preparation of food or drink
8439,84,lightblue,Machinery / Electrical,Machinery for making paper
8440,84,lightblue,Machinery / Electrical,Bookbinding machinery
8441,84,lightblue,Machinery / Electrical,Other machinery for making paper
8442,84,lightblue,Machinery / Electrical,Machinery for making printing components
8443,84,lightblue,Machinery / Electrical,Printers and copiers
8444,84,lightblue,Machinery / Electrical,"Machines to extrude, cut manmade textile fibres"
8445,84,lightblue,Machinery / Electrical,Machines for preparing textile fibers
8446,84,lightblue,Machinery / Electrical,Looms
8447,84,lightblue,Machinery / Electrical,Knitting machines
8448,84,lightblue,Machinery / Electrical,Auxiliary machinery for use with knitting and textile machines
8449,84,lightblue,Machinery / Electrical,Machinery to manufacture felt
8450,84,lightblue,Machinery / Electrical,Household- or laundry-type washing machines
8451,84,lightblue,Machinery / Electrical,Machinery for processing fabrics
8452,84,lightblue,Machinery / Electrical,Sewing machines
8453,84,lightblue,Machinery / Electrical,Machinery for preparing leather
8454,84,lightblue,Machinery / Electrical,Machines used in metallurgy
8455,84,lightblue,Machinery / Electrical,Metal-rolling mills
8456,84,lightblue,Machinery / Electrical,Machines for working materials by laser and similar means
8457,84,lightblue,Machinery / Electrical,Machining centers for working metal
8458,84,lightblue,Machinery / Electrical,Lathes for removing metal
8459,84,lightblue,Machinery / Electrical,Machine tools for drilling by removing metal
8460,84,lightblue,Machinery / Electrical,Machines with grinding stones for finishing metal
8461,84,lightblue,Machinery / Electrical,Other machine tools for planing and cutting metals
8462,84,lightblue,Machinery / Electrical,Machine tools for molding and forging metals
8463,84,lightblue,Machinery / Electrical,"Other machine tools for working metal, without removal"
8464,84,lightblue,Machinery / Electrical,Machine tools for working stone
8465,84,lightblue,Machinery / Electrical,Machine tools for working wood
8466,84,lightblue,Machinery / Electrical,Parts and accessories for metal working machines
8467,84,lightblue,Machinery / Electrical,"Tools for hand working, pneumatic, hydraulic motors"
8468,84,lightblue,Machinery / Electrical,Machinery for soldering
8469,84,lightblue,Machinery / Electrical,Word processing machines
8470,84,lightblue,Machinery / Electrical,"Cash registers, calculators, etc."
8471,84,lightblue,Machinery / Electrical,Computers
8472,84,lightblue,Machinery / Electrical,Other office machines
8473,84,lightblue,Machinery / Electrical,Parts and accessories for office machines
8474,84,lightblue,Machinery / Electrical,Machinery for working minerals
8475,84,lightblue,Machinery / Electrical,Machines for assembling electric lamps
8476,84,lightblue,Machinery / Electrical,Automatic goods-vending machines
8477,84,lightblue,Machinery / Electrical,Machinery for working rubber or plastics
8478,84,lightblue,Machinery / Electrical,Machinery for preparing tobacco
8479,84,lightblue,Machinery / Electrical,Machines n.e.c.
8480,84,lightblue,Machinery / Electrical,Molding boxes for metal foundry
8481,84,lightblue,Machinery / Electrical,Appliances for thermostatically controlled valves
8482,84,lightblue,Machinery / Electrical,Ball or roller bearings
8483,84,lightblue,Machinery / Electrical,Transmission shafts
8484,84,lightblue,Machinery / Electrical,Gaskets and similar joints of metal sheeting
8485,84,lightblue,Machinery / Electrical,"Machinery parts, not containing electrical features, n.e.c."
8501,85,lightblue,Machinery / Electrical,Electric motors and generators
8502,85,lightblue,Machinery / Electrical,Electric generating sets and rotary converters
8503,85,lightblue,Machinery / Electrical,Parts for use with electric generators
8504,85,lightblue,Machinery / Electrical,Electrical transformers
8505,85,lightblue,Machinery / Electrical,Electromagnets
8506,85,lightblue,Machinery / Electrical,Primary cells and primary batteries
8507,85,lightblue,Machinery / Electrical,Batteries
8508,85,lightblue,Machinery / Electrical,Vacuum cleaners
8509,85,lightblue,Machinery / Electrical,Electromechanical domestic appliances
8510,85,lightblue,Machinery / Electrical,Electric shavers and hair clippers
8511,85,lightblue,Machinery / Electrical,Electrical ignition equipment
8512,85,lightblue,Machinery / Electrical,Electrical lighting equipment used for motor vehicles
8513,85,lightblue,Machinery / Electrical,Portable electric lamps
8514,85,lightblue,Machinery / Electrical,Industrial electric furnaces
8515,85,lightblue,Machinery / Electrical,Electric soldering machines
8516,85,lightblue,Machinery / Electrical,Electric heaters
8517,85,lightblue,Machinery / Electrical,Telephones
8518,85,lightblue,Machinery / Electrical,Microphones
8519,85,lightblue,Machinery / Electrical,Sound reproducing apparatus
8520,85,lightblue,Machinery / Electrical,Magnetic tape recorders
8521,85,lightblue,Machinery / Electrical,Video recording apparatus
8522,85,lightblue,Machinery / Electrical,Parts and accessories for video or sound equipment
8523,85,lightblue,Machinery / Electrical,Sound storage media
8524,85,lightblue,Machinery / Electrical,"Tapes, cassettes, records and compact disks"
8525,85,lightblue,Machinery / Electrical,"Transmission apparatus for radio, telephone and TV"
8526,85,lightblue,Machinery / Electrical,Radar
8527,85,lightblue,Machinery / Electrical,Reception apparatus for radio broadcasting
8528,85,lightblue,Machinery / Electrical,Monitors and projectors
8529,85,lightblue,Machinery / Electrical,"Parts of radios, telephones, and T.V.s"
8530,85,lightblue,Machinery / Electrical,Electric signal and traffic controls
8531,85,lightblue,Machinery / Electrical,Electric sound or visual signaling apparatus
8532,85,lightblue,Machinery / Electrical,Electrical capacitors
8533,85,lightblue,Machinery / Electrical,Electrical resistors
8534,85,lightblue,Machinery / Electrical,Electronic printed circuits
8535,85,lightblue,Machinery / Electrical,Electrical apparatus for > 1k volts
8536,85,lightblue,Machinery / Electrical,Electrical apparatus for < 1k volts
8537,85,lightblue,Machinery / Electrical,Electrical boards
8538,85,lightblue,Machinery / Electrical,Parts for electrical apparatus
8539,85,lightblue,Machinery / Electrical,Electrical filament
8540,85,lightblue,Machinery / Electrical,"Thermionic, cold cathode or photocathode tubes"
8541,85,lightblue,Machinery / Electrical,Semiconductor devices
8542,85,lightblue,Machinery / Electrical,Electronic integrated circuits
8543,85,lightblue,Machinery / Electrical,Electrical machines with individual functions n.e.c.
8544,85,lightblue,Machinery / Electrical,Insulated electrical wire
8545,85,lightblue,Machinery / Electrical,Carbon articles for eletrical purposes
8546,85,lightblue,Machinery / Electrical,Electrical insulators of any material
8547,85,lightblue,Machinery / Electrical,Insulating fittings for electrical machines
8548,85,lightblue,Machinery / Electrical,Waste and scrap of batteries
8601,86,purple,Transportation,Electric trains
8602,86,purple,Transportation,Other rail locomotives
8603,86,purple,Transportation,Self-propelled railway coaches
8604,86,purple,Transportation,Railway service vehicles
8605,86,purple,Transportation,"Railway coaches, not self-propelled"
8606,86,purple,Transportation,"Railway cars, not self-propelled"
8607,86,purple,Transportation,Parts of railway locomotives
8608,86,purple,Transportation,Railway track fixtures
8609,86,purple,Transportation,Containers for multimodal transportation
8701,87,purple,Transportation,Tractors
8702,87,purple,Transportation,Buses
8703,87,purple,Transportation,Cars
8704,87,purple,Transportation,Motor vehicles for transporting goods
8705,87,purple,Transportation,Special purpose motor vehicles
8706,87,purple,Transportation,Vehicle chassis fitted with engines
8707,87,purple,Transportation,Vehicle Bodies
8708,87,purple,Transportation,Parts of motor vehicles
8709,87,purple,Transportation,Work trucks
8710,87,purple,Transportation,Tanks and other armored fighting vehicles
8711,87,purple,Transportation,Motorcycles
8712,87,purple,Transportation,Bicycles
8713,87,purple,Transportation,Wheelchairs
8714,87,purple,Transportation,Parts of motorcycles or wheelchairs
8715,87,purple,Transportation,Baby carriages
8716,87,purple,Transportation,Trailers and semi-trailers
8801,88,purple,Transportation,"Gliders, hang gliders"
8802,88,purple,Transportation,Other aircraft and spacecraft
8803,88,purple,Transportation,Parts of other aircraft
8804,88,purple,Transportation,Parachutes
8805,88,purple,Transportation,Aircraft launching gear
8901,89,purple,Transportation,Cargo ships and similar vessels
8902,89,purple,Transportation,Fishing vessels
8903,89,purple,Transportation,Pleasure or sport boats
8904,89,purple,Transportation,Tugs and pusher craft
8905,89,purple,Transportation,"Special function vessels, n.e.c."
8906,89,purple,Transportation,Other vessels
8907,89,purple,Transportation,Other floating structures
8908,89,purple,Transportation,Floating structures for scrapping
9001,90,darkblue,Miscellaneous,Optical fibers
9002,90,darkblue,Miscellaneous,Lenses and other optical elements
9003,90,darkblue,Miscellaneous,"Frames for spectacles, goggles"
9004,90,darkblue,Miscellaneous,Glasses
9005,90,darkblue,Miscellaneous,Binoculars and telescopes
9006,90,darkblue,Miscellaneous,Photographic cameras
9007,90,darkblue,Miscellaneous,Cinematographic cameras and projectors
9008,90,darkblue,Miscellaneous,Still image projectors
9009,90,darkblue,Miscellaneous,Electrostatic photo-copyers
9010,90,darkblue,Miscellaneous,"Apparatus and equipment for photographic laboratories, n.e.c."
9011,90,darkblue,Miscellaneous,Optical microscopes
9012,90,darkblue,Miscellaneous,"Microscopes, other than optical"
9013,90,darkblue,Miscellaneous,Liquid crystal devices
9014,90,darkblue,Miscellaneous,Navigational instruments
9015,90,darkblue,Miscellaneous,Surveying instruments
9016,90,darkblue,Miscellaneous,Balances of a sensitivity < 50 milligram
9017,90,darkblue,Miscellaneous,Drafting tables and machines
9018,90,darkblue,Miscellaneous,Medical instruments
9019,90,darkblue,Miscellaneous,Therapy applicances
9020,90,darkblue,Miscellaneous,Other breathing appliances and gas masks
9021,90,darkblue,Miscellaneous,Orthopedic appliances
9022,90,darkblue,Miscellaneous,X-ray machines
9023,90,darkblue,Miscellaneous,Instruments designed for demonstrational purposes
9024,90,darkblue,Miscellaneous,Machines for testing the mechanical properties of materials
9025,90,darkblue,Miscellaneous,"Thermometers, hydrometers etc."
9026,90,darkblue,Miscellaneous,Instruments for measuring properties of liquids or gases
9027,90,darkblue,Miscellaneous,Instruments for physical or chemical analysis
9028,90,darkblue,Miscellaneous,"Gas, liquid or electricity meters"
9029,90,darkblue,Miscellaneous,Meters
9030,90,darkblue,Miscellaneous,Instruments for measuring electricity
9031,90,darkblue,Miscellaneous,Measuring instruments
9032,90,darkblue,Miscellaneous,Automatic regulating instruments
9033,90,darkblue,Miscellaneous,Other parts for machines and appliances
9101,91,darkblue,Miscellaneous,Watches with precious metal
9102,91,darkblue,Miscellaneous,Watches
9103,91,darkblue,Miscellaneous,Clocks with watch movements
9104,91,darkblue,Miscellaneous,Instrument panel clocks for vehicles
9105,91,darkblue,Miscellaneous,Other clocks
9106,91,darkblue,Miscellaneous,Apparatus for measuring intervals of time
9107,91,darkblue,Miscellaneous,Time switches
9108,91,darkblue,Miscellaneous,"Watch movements, complete"
9109,91,darkblue,Miscellaneous,"Clock movements, complete"
9110,91,darkblue,Miscellaneous,"Clock movements, complete, unassembled"
9111,91,darkblue,Miscellaneous,Watch cases and parts
9112,91,darkblue,Miscellaneous,Clock cases
9113,91,darkblue,Miscellaneous,Watch straps
9114,91,darkblue,Miscellaneous,Other clock or watch parts
9201,92,darkblue,Miscellaneous,Pianos
9202,92,darkblue,Miscellaneous,"Musical instruments, string"
9203,92,darkblue,Miscellaneous,"Harmoniums, pipe organs, etc"
9204,92,darkblue,Miscellaneous,Other
9205,92,darkblue,Miscellaneous,"Musical instruments, wind"
9206,92,darkblue,Miscellaneous,"Musical instruments, percussion"
9207,92,darkblue,Miscellaneous,"Musical instruments, electric"
9208,92,darkblue,Miscellaneous,"Other musical instruments, n.e.c."
9209,92,darkblue,Miscellaneous,Parts of musical instruments
9301,93,darkblue,Miscellaneous,"Military weapons, other than pistols and swords"
9302,93,darkblue,Miscellaneous,Revolvers and pistols
9303,93,darkblue,Miscellaneous,Other firearms
9304,93,darkblue,Miscellaneous,"Other arms (air guns, truncheons, etc.)"
9305,93,darkblue,Miscellaneous,Parts of military weapons
9306,93,darkblue,Miscellaneous,Munitions of war
9307,93,darkblue,Miscellaneous,Swords
9401,94,darkblue,Miscellaneous,Seats
9402,94,darkblue,Miscellaneous,"Medical, dental or veterinary furniture"
9403,94,darkblue,Miscellaneous,Other furniture and parts
9404,94,darkblue,Miscellaneous,Mattresses and bedding
9405,94,darkblue,Miscellaneous,Lamps
9406,94,darkblue,Miscellaneous,Prefabricated buildings
9501,95,darkblue,Miscellaneous,"Rideable wheeled toys, dolls carriages"
9502,95,darkblue,Miscellaneous,Dolls
9503,95,darkblue,Miscellaneous,Toys
9504,95,darkblue,Miscellaneous,Games
9505,95,darkblue,Miscellaneous,Christmas and other festivity articles
9506,95,darkblue,Miscellaneous,Sports equipment
9507,95,darkblue,Miscellaneous,Fishing and hunting equipment
9508,95,darkblue,Miscellaneous,Fairground amusements
9601,96,darkblue,Miscellaneous,Worked animal carving material
9602,96,darkblue,Miscellaneous,Worked vegetable or mineral carving material
9603,96,darkblue,Miscellaneous,Brooms and mops
9604,96,darkblue,Miscellaneous,Hand sieves and riddles
9605,96,darkblue,Miscellaneous,Travel sets
9606,96,darkblue,Miscellaneous,Buttons
9607,96,darkblue,Miscellaneous,Slide fasteners
9608,96,darkblue,Miscellaneous,Pens
9609,96,darkblue,Miscellaneous,"Pencils, crayons, pastels, etc."
9610,96,darkblue,Miscellaneous,"Slates and boards, with writing or drawing surfaces"
9611,96,darkblue,Miscellaneous,Hand-operated stamps
9612,96,darkblue,Miscellaneous,Typewriter ribbons and ink pads
9613,96,darkblue,Miscellaneous,Cigarette lighters
9614,96,darkblue,Miscellaneous,Smoking pipes
9615,96,darkblue,Miscellaneous,"Combs, hair-slides etc."
9616,96,darkblue,Miscellaneous,Scent sprays
9617,96,darkblue,Miscellaneous,Vacuum vessels
9618,96,darkblue,Miscellaneous,Mannequins
9701,97,darkblue,Miscellaneous,Paintings and drawings
9702,97,darkblue,Miscellaneous,Original engravings
9703,97,darkblue,Miscellaneous,Sculptures
9704,97,darkblue,Miscellaneous,Postage or revenue stamps
9705,97,darkblue,Miscellaneous,Collectors pieces
9706,97,darkblue,Miscellaneous,Antiques >100 years
9999,99,darkblue,Miscellaneous,Commodities not specified according to kind
